RUN	gatling.runner.ExampleSimulation		examplesimulation	1484413291098	 	2.0
USER	test	1	START	1484413291366	1484413291366
USER	test	2	START	1484413294420	1484413294420
USER	test	3	START	1484413294538	1484413294538
USER	test	4	START	1484413295014	1484413295014
USER	test	1	END	1484413291366	1484413296804
USER	test	4	END	1484413295014	1484413296808
USER	test	2	END	1484413294420	1484413296808
USER	test	3	END	1484413294538	1484413296810
USER	test	5	START	1484413295171	1484413295171
USER	test	5	END	1484413295171	1484413304358
