RUN	gatling.runner.ExampleSimulation		examplesimulation	1484413222141	 	2.0
USER	test	1	START	1484413222395	1484413222395
USER	test	2	START	1484413222722	1484413222722
USER	test	3	START	1484413222738	1484413222738
USER	test	4	START	1484413222764	1484413222764
USER	test	5	START	1484413222808	1484413222808
USER	test	1	END	1484413222395	1484413223724
USER	test	2	END	1484413222722	1484413223739
USER	test	3	END	1484413222738	1484413223771
USER	test	4	END	1484413222764	1484413223833
USER	test	5	END	1484413222808	1484413223854
