RUN	gatling.runner.ExampleSimulation		examplesimulation	1484412980988	 	2.0
USER	test	1	END	1484412981243	1484412986892
USER	test	1	START	1484412981243	1484412981243
USER	test	2	START	1484412986896	1484412986896
USER	test	3	START	1484412995147	1484412995147
USER	test	2	END	1484412986896	1484412997121
USER	test	3	END	1484412995147	1484412997121
USER	test	4	START	1484412995244	1484412995244
USER	test	4	END	1484412995244	1484412998999
USER	test	5	START	1484412997198	1484412997198
USER	test	5	END	1484412997198	1484413001397
