RUN	gatling.runner.ExampleSimulation		examplesimulation	1484413410768	 	2.0
USER	test	1	START	1484413411005	1484413411005
USER	test	2	START	1484413411382	1484413411382
USER	test	3	START	1484413411410	1484413411410
USER	test	4	START	1484413411431	1484413411431
USER	test	5	START	1484413411465	1484413411465
USER	test	1	END	1484413411005	1484413412391
USER	test	2	END	1484413411382	1484413412431
USER	test	3	END	1484413411410	1484413412442
USER	test	4	END	1484413411431	1484413412483
USER	test	5	END	1484413411465	1484413412564
