RUN	gatling.runner.ExampleSimulation		examplesimulation	1484413038717	 	2.0
USER	test	1	START	1484413038973	1484413038973
USER	test	2	START	1484413043278	1484413043278
USER	test	1	END	1484413038973	1484413049737
USER	test	3	START	1484413049734	1484413049734
USER	test	2	END	1484413043278	1484413050758
USER	test	4	START	1484413050665	1484413050665
USER	test	3	END	1484413049734	1484413052448
USER	test	4	END	1484413050665	1484413052448
USER	test	5	START	1484413050761	1484413050761
REQUEST	test	2		upperConnect-3	29758936	1484413052562	OK	 
USER	test	5	END	1484413050761	1484413055303
