RUN	gatling.runner.ExampleSimulation		examplesimulation	1484413461698	 	2.0
USER	test	1	START	1484413461933	1484413461933
USER	test	2	START	1484413462285	1484413462285
USER	test	3	START	1484413462306	1484413462306
USER	test	4	START	1484413462328	1484413462328
USER	test	5	START	1484413462362	1484413462362
USER	test	1	END	1484413461933	1484413463293
USER	test	2	END	1484413462285	1484413463313
USER	test	3	END	1484413462306	1484413463344
USER	test	4	END	1484413462328	1484413463375
USER	test	5	END	1484413462362	1484413463427
