RUN	gatling.runner.ExampleSimulation		examplesimulation	1484412652045	 	2.0
USER	test	1	START	1484412652288	1484412652288
USER	test	2	START	1484412652551	1484412652551
USER	test	3	START	1484412652572	1484412652572
USER	test	4	START	1484412652612	1484412652612
USER	test	5	START	1484412652637	1484412652637
USER	test	1	END	1484412652288	1484412653558
USER	test	2	END	1484412652551	1484412653599
USER	test	3	END	1484412652572	1484412653630
USER	test	4	END	1484412652612	1484412653645
USER	test	5	END	1484412652637	1484412653677
